tiempo_s,x_est,y_est,phi_est,dist_raw_m,dist_ema_m,dist_kalman_m,vl,vr,waypoint_idx,modo
76.352,0.8979,-0.4927,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
76.608,0.8980,-0.5084,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
76.864,0.8981,-0.5241,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
77.120,0.8982,-0.5398,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
77.376,0.8983,-0.5557,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
77.632,0.8983,-0.5714,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
77.888,0.8984,-0.5871,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
78.144,0.8985,-0.6028,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
78.400,0.8986,-0.6185,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
78.656,0.8987,-0.6343,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
78.912,0.8987,-0.6500,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
79.168,0.8988,-0.6657,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
79.424,0.8989,-0.6815,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
79.680,0.8990,-0.6972,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
79.936,0.8991,-0.7130,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
80.192,0.8991,-0.7287,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
80.448,0.8992,-0.7444,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
80.704,0.8993,-0.7601,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
80.960,0.8994,-0.7758,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
81.216,0.8995,-0.7917,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
81.472,0.8995,-0.8074,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
81.728,0.8996,-0.8231,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
81.984,0.8997,-0.8388,-1.5657,0.0700,0.0700,0.0513,3.000,3.000,3,MOVING
82.240,0.8998,-0.8527,-1.5657,0.0700,0.0700,0.0527,2.145,2.145,3,MOVING
82.496,0.8998,-0.8623,-1.5657,0.0700,0.0700,0.0560,1.493,1.493,3,MOVING
82.752,0.8998,-0.8690,-1.5657,0.0700,0.0700,0.0594,1.041,1.041,3,MOVING
83.008,0.8999,-0.8737,-1.5657,0.0700,0.0700,0.0623,0.800,0.800,3,APPROACH
83.264,0.8999,-0.8778,-1.5657,0.0700,0.0700,0.0638,0.800,0.800,3,APPROACH
83.520,0.8999,-0.8820,-1.5657,0.0700,0.0700,0.0645,0.800,0.800,3,APPROACH
83.776,0.8999,-0.8863,-1.5657,0.0700,0.0700,0.0647,0.800,0.800,3,APPROACH
84.032,0.9000,-0.8904,-1.5657,0.0700,0.0700,0.0649,0.800,0.800,3,APPROACH
84.288,0.9000,-0.8946,-1.5657,0.0700,0.0700,0.0649,0.800,0.800,3,APPROACH
