tiempo_s,x_est,y_est,phi_est,dist_raw_m,dist_ema_m,dist_kalman_m,vl,vr,dist_acum_m,error_pos_meta_m,error_wp_actual_m,waypoint_idx,modo
0.096,-0.9000,0.9000,0.0000,0.0700,0.0700,0.0700,0.350,-0.350,0.0000,2.5456,1.2000,0,TURNING
0.320,-0.8999,0.9000,-0.0550,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
0.576,-0.8999,0.9000,-0.1180,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
0.832,-0.8999,0.9000,-0.1809,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
1.088,-0.8999,0.9000,-0.2439,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
1.344,-0.8999,0.9000,-0.3069,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
1.600,-0.8999,0.9000,-0.3699,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
1.856,-0.8999,0.9000,-0.4329,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
2.112,-0.8999,0.9000,-0.4958,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
2.368,-0.8999,0.9000,-0.5588,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
2.624,-0.8999,0.9000,-0.6217,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
2.880,-0.8999,0.9000,-0.6847,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
3.136,-0.8999,0.9000,-0.7476,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
3.392,-0.8999,0.9000,-0.8105,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
3.648,-0.8999,0.9000,-0.8735,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
3.904,-0.8999,0.9000,-0.9364,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
4.160,-0.8999,0.9000,-0.9993,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
4.416,-0.8999,0.9000,-1.0622,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
4.672,-0.8999,0.9000,-1.1252,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
4.928,-0.8999,0.9000,-1.1881,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
5.184,-0.8999,0.9000,-1.2510,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
5.440,-0.8999,0.9000,-1.3139,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
5.696,-0.8999,0.9000,-1.3768,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,TURNING
5.760,-0.8999,0.9000,-1.3926,0.0700,0.0700,0.0700,0.350,-0.350,0.0001,2.5455,1.2000,0,FINE_TURN
5.952,-0.8999,0.9000,-1.4263,0.0700,0.0700,0.0700,0.300,-0.300,0.0001,2.5455,1.2000,0,FINE_TURN
6.208,-0.8999,0.9000,-1.4802,0.0700,0.0700,0.0700,0.300,-0.300,0.0001,2.5455,1.2000,0,FINE_TURN
6.464,-0.8999,0.9000,-1.5310,0.0700,0.0700,0.0700,0.199,-0.199,0.0001,2.5455,1.2000,0,FINE_TURN
6.720,-0.8999,0.9000,-1.5570,0.0700,0.0700,0.0700,0.120,-0.120,0.0001,2.5455,1.2000,0,FINE_TURN
6.752,-0.8999,0.9000,-1.5597,0.0700,0.0700,0.0700,0.120,-0.120,0.0001,2.5455,1.2000,0,MOVING
7.232,-0.8997,0.8542,-1.5681,0.0700,0.0700,0.0466,5.012,4.988,0.0458,2.5132,1.1542,0,MOVING
8.256,-0.8996,0.7496,-1.5710,0.0700,0.0700,0.0392,5.001,4.999,0.1505,2.4413,1.0496,0,MOVING
9.280,-0.8997,0.6448,-1.5711,0.0700,0.0700,0.0389,5.000,5.000,0.2553,2.3717,0.9448,0,MOVING
10.304,-0.8997,0.5400,-1.5711,0.0700,0.0700,0.0389,5.000,5.000,0.3600,2.3049,0.8400,0,MOVING
11.328,-0.8997,0.4353,-1.5711,0.0700,0.0700,0.0389,5.000,5.000,0.4648,2.2410,0.7353,0,MOVING
12.352,-0.8998,0.3305,-1.5711,0.0700,0.0700,0.0388,5.000,5.000,0.5695,2.1802,0.6305,0,MOVING
13.376,-0.8998,0.2259,-1.5711,0.0700,0.0700,0.0389,5.000,5.000,0.6742,2.1229,0.5259,0,MOVING
14.400,-0.8999,0.1211,-1.5711,0.0700,0.0700,0.0388,5.000,5.000,0.7790,2.0693,0.4211,0,MOVING
15.424,-0.8999,0.0164,-1.5711,0.0700,0.0700,0.0389,5.000,5.000,0.8837,2.0197,0.3164,0,MOVING
16.448,-0.8999,-0.0884,-1.5711,0.0700,0.0700,0.0389,5.000,5.000,0.9885,1.9744,0.2116,0,MOVING
17.472,-0.9000,-0.1931,-1.5711,0.0700,0.0700,0.0389,5.000,5.000,1.0931,1.9338,0.1069,0,MOVING
18.432,-0.9000,-0.2711,-1.5711,0.0700,0.0700,0.0507,1.626,1.626,1.1711,1.9067,0.0289,0,APPROACH
18.496,-0.9000,-0.2726,-1.5711,0.0700,0.0700,0.0529,0.800,0.800,1.1727,1.9062,0.0274,0,APPROACH
19.520,-0.9000,-0.2895,-1.5711,0.0700,0.0700,0.0645,0.800,0.800,1.1896,1.9007,0.0105,0,APPROACH
20.000,-0.9000,-0.2973,-1.5711,0.0700,0.0700,0.0649,0.800,0.800,1.1974,1.8982,0.8000,1,TURNING
20.032,-0.9000,-0.2973,-1.5711,0.0700,0.0700,0.0654,-0.350,0.350,1.1974,1.8982,0.8000,1,TURNING
20.288,-0.9000,-0.2973,-1.5082,0.0700,0.0700,0.0679,-0.350,0.350,1.1977,1.8982,0.8000,1,TURNING
20.544,-0.9000,-0.2973,-1.4453,0.0700,0.0700,0.0691,-0.350,0.350,1.1979,1.8982,0.8000,1,TURNING
20.800,-0.9000,-0.2973,-1.3824,0.0700,0.0700,0.0696,-0.350,0.350,1.1981,1.8982,0.8000,1,TURNING
21.056,-0.9000,-0.2973,-1.3194,0.0700,0.0700,0.0698,-0.350,0.350,1.1983,1.8982,0.8000,1,TURNING
21.312,-0.9000,-0.2973,-1.2564,0.0700,0.0700,0.0699,-0.350,0.350,1.1985,1.8982,0.8000,1,TURNING
21.568,-0.9000,-0.2973,-1.1934,0.0700,0.0700,0.0700,-0.350,0.350,1.1988,1.8982,0.8000,1,TURNING
21.824,-0.9000,-0.2973,-1.1304,0.0700,0.0700,0.0700,-0.350,0.350,1.1990,1.8982,0.8000,1,TURNING
22.080,-0.9000,-0.2973,-1.0675,0.0700,0.0700,0.0700,-0.350,0.350,1.1992,1.8982,0.8000,1,TURNING
22.336,-0.9000,-0.2973,-1.0045,0.0700,0.0700,0.0700,-0.350,0.350,1.1994,1.8982,0.8000,1,TURNING
22.592,-0.9000,-0.2973,-0.9416,0.0700,0.0700,0.0700,-0.350,0.350,1.1997,1.8982,0.8000,1,TURNING
22.848,-0.9000,-0.2973,-0.8786,0.0700,0.0700,0.0700,-0.350,0.350,1.1999,1.8982,0.8000,1,TURNING
23.104,-0.9000,-0.2973,-0.8157,0.0700,0.0700,0.0700,-0.350,0.350,1.2001,1.8982,0.8000,1,TURNING
23.360,-0.9000,-0.2973,-0.7527,0.0700,0.0700,0.0700,-0.350,0.350,1.2003,1.8982,0.8000,1,TURNING
23.616,-0.9000,-0.2973,-0.6898,0.0700,0.0700,0.0700,-0.350,0.350,1.2006,1.8982,0.8000,1,TURNING
23.872,-0.9000,-0.2973,-0.6269,0.0700,0.0700,0.0700,-0.350,0.350,1.2008,1.8982,0.8000,1,TURNING
24.128,-0.9000,-0.2973,-0.5640,0.0700,0.0700,0.0700,-0.350,0.350,1.2010,1.8982,0.8000,1,TURNING
24.384,-0.9000,-0.2973,-0.5010,0.0700,0.0700,0.0700,-0.350,0.350,1.2012,1.8982,0.8000,1,TURNING
24.640,-0.9000,-0.2973,-0.4381,0.0700,0.0700,0.0700,-0.350,0.350,1.2014,1.8982,0.8000,1,TURNING
24.896,-0.9000,-0.2973,-0.3752,0.0700,0.0700,0.0700,-0.350,0.350,1.2017,1.8982,0.8000,1,TURNING
25.152,-0.9000,-0.2973,-0.3123,0.0700,0.0700,0.0700,-0.350,0.350,1.2019,1.8983,0.8000,1,TURNING
25.408,-0.9000,-0.2973,-0.2494,0.0700,0.0700,0.0700,-0.350,0.350,1.2021,1.8983,0.8000,1,TURNING
25.664,-0.9000,-0.2973,-0.1865,0.0700,0.0700,0.0700,-0.350,0.350,1.2023,1.8982,0.8000,1,TURNING
25.728,-0.9000,-0.2973,-0.1707,0.0700,0.0700,0.0700,-0.350,0.350,1.2024,1.8982,0.8000,1,FINE_TURN
25.920,-0.9000,-0.2973,-0.1370,0.0700,0.0700,0.0700,-0.300,0.300,1.2027,1.8982,0.8000,1,FINE_TURN
26.176,-0.9000,-0.2973,-0.0831,0.0700,0.0700,0.0700,-0.300,0.300,1.2031,1.8982,0.8000,1,FINE_TURN
26.432,-0.9000,-0.2973,-0.0362,0.0700,0.0700,0.0700,-0.164,0.164,1.2033,1.8982,0.8000,1,FINE_TURN
26.688,-0.9000,-0.2973,-0.0128,0.0700,0.0700,0.0700,-0.120,0.120,1.2037,1.8982,0.8000,1,MOVING
27.712,-0.7985,-0.2979,-0.0035,0.0700,0.0700,0.0403,4.998,5.002,1.3052,1.8021,0.6985,1,MOVING
28.736,-0.6938,-0.2982,-0.0030,0.0700,0.0700,0.0389,5.000,5.000,1.4099,1.7036,0.5938,1,MOVING
29.760,-0.5891,-0.2986,-0.0030,0.0700,0.0700,0.0389,5.000,5.000,1.5146,1.6059,0.4891,1,MOVING
30.784,-0.4843,-0.2989,-0.0030,0.0700,0.0700,0.0389,5.000,5.000,1.6194,1.5092,0.3843,1,MOVING
31.808,-0.3796,-0.2992,-0.0030,0.0700,0.0700,0.0389,5.000,5.000,1.7241,1.4136,0.2796,1,MOVING
32.832,-0.2749,-0.2995,-0.0030,0.0700,0.0700,0.0389,5.000,5.000,1.8288,1.3195,0.1749,1,MOVING
33.856,-0.1701,-0.2998,-0.0030,0.0700,0.0700,0.0388,5.000,5.000,1.9336,1.2269,0.0701,1,MOVING
34.432,-0.1298,-0.2999,-0.0030,0.0700,0.0700,0.0500,1.724,1.724,1.9739,1.1919,0.0298,1,APPROACH
34.880,-0.1218,-0.2999,-0.0030,0.0700,0.0700,0.0612,0.800,0.800,1.9819,1.1850,0.0218,1,APPROACH
35.904,-0.1050,-0.3000,-0.0030,0.0700,0.0700,0.0648,0.799,0.801,1.9987,1.1705,0.0050,1,APPROACH
36.032,-0.1029,-0.3000,-0.0030,0.0700,0.0700,0.0649,0.801,0.799,2.0008,1.1687,1.0000,2,TURNING
36.160,-0.1029,-0.3000,0.0206,0.0700,0.0700,0.0666,-0.350,0.350,2.0009,1.1687,1.0000,2,TURNING
36.416,-0.1029,-0.3000,0.0836,0.0700,0.0700,0.0685,-0.350,0.350,2.0011,1.1687,1.0000,2,TURNING
36.672,-0.1029,-0.3000,0.1465,0.0700,0.0700,0.0693,-0.350,0.350,2.0013,1.1687,1.0000,2,TURNING
36.928,-0.1029,-0.3000,0.2094,0.0700,0.0700,0.0697,-0.350,0.350,2.0016,1.1687,1.0000,2,TURNING
37.184,-0.1029,-0.3000,0.2724,0.0700,0.0700,0.0698,-0.350,0.350,2.0018,1.1687,1.0000,2,TURNING
37.440,-0.1029,-0.3000,0.3354,0.0700,0.0700,0.0700,-0.350,0.350,2.0020,1.1687,1.0000,2,TURNING
37.696,-0.1029,-0.3000,0.3984,0.0700,0.0700,0.0699,-0.350,0.350,2.0022,1.1687,1.0000,2,TURNING
37.952,-0.1029,-0.3000,0.4614,0.0700,0.0700,0.0700,-0.350,0.350,2.0025,1.1687,1.0000,2,TURNING
38.208,-0.1029,-0.3000,0.5243,0.0700,0.0700,0.0700,-0.350,0.350,2.0027,1.1687,1.0000,2,TURNING
38.464,-0.1029,-0.3000,0.5873,0.0700,0.0700,0.0700,-0.350,0.350,2.0029,1.1687,1.0000,2,TURNING
38.720,-0.1029,-0.3000,0.6502,0.0700,0.0700,0.0700,-0.350,0.350,2.0031,1.1687,1.0000,2,TURNING
38.976,-0.1029,-0.3000,0.7132,0.0700,0.0700,0.0700,-0.350,0.350,2.0034,1.1687,1.0000,2,TURNING
39.232,-0.1029,-0.3000,0.7761,0.0700,0.0700,0.0700,-0.350,0.350,2.0036,1.1687,1.0000,2,TURNING
39.488,-0.1029,-0.3000,0.8390,0.0700,0.0700,0.0700,-0.350,0.350,2.0038,1.1687,1.0000,2,TURNING
39.744,-0.1029,-0.3000,0.9020,0.0700,0.0700,0.0700,-0.350,0.350,2.0040,1.1687,1.0000,2,TURNING
40.000,-0.1029,-0.3000,0.9649,0.0700,0.0700,0.0700,-0.350,0.350,2.0043,1.1687,1.0000,2,TURNING
40.256,-0.1029,-0.3000,1.0278,0.0700,0.0700,0.0700,-0.350,0.350,2.0045,1.1687,1.0000,2,TURNING
40.512,-0.1029,-0.3000,1.0907,0.0700,0.0700,0.0700,-0.350,0.350,2.0047,1.1687,1.0000,2,TURNING
40.768,-0.1029,-0.3000,1.1537,0.0700,0.0700,0.0700,-0.350,0.350,2.0049,1.1687,1.0000,2,TURNING
41.024,-0.1029,-0.3000,1.2166,0.0700,0.0700,0.0700,-0.350,0.350,2.0052,1.1687,1.0000,2,TURNING
41.280,-0.1029,-0.3000,1.2795,0.0700,0.0700,0.0700,-0.350,0.350,2.0054,1.1687,1.0000,2,TURNING
41.536,-0.1029,-0.3000,1.3424,0.0700,0.0700,0.0700,-0.350,0.350,2.0056,1.1687,1.0000,2,TURNING
41.760,-0.1029,-0.3000,1.3975,0.0700,0.0700,0.0700,-0.350,0.350,2.0058,1.1687,1.0000,2,FINE_TURN
41.792,-0.1029,-0.3000,1.3975,0.0700,0.0700,0.0700,-0.300,0.300,2.0058,1.1687,1.0000,2,FINE_TURN
42.048,-0.1029,-0.3000,1.4514,0.0700,0.0700,0.0700,-0.300,0.300,2.0063,1.1687,1.0000,2,FINE_TURN
42.304,-0.1029,-0.3000,1.5053,0.0700,0.0700,0.0700,-0.300,0.300,2.0067,1.1687,1.0000,2,FINE_TURN
42.560,-0.1029,-0.3000,1.5436,0.0700,0.0700,0.0700,-0.121,0.121,2.0069,1.1687,1.0000,2,FINE_TURN
42.720,-0.1029,-0.3000,1.5572,0.0700,0.0700,0.0700,-0.120,0.120,2.0072,1.1687,1.0000,2,MOVING
43.072,-0.1026,-0.2673,1.5640,0.0700,0.0700,0.0503,4.984,5.016,2.0399,1.1856,0.9673,2,MOVING
44.096,-0.1022,-0.1625,1.5680,0.0700,0.0700,0.0393,4.999,5.001,2.1447,1.2443,0.8625,2,MOVING
45.120,-0.1019,-0.0578,1.5682,0.0700,0.0700,0.0389,5.000,5.000,2.2494,1.3089,0.7578,2,MOVING
46.144,-0.1017,0.0470,1.5682,0.0700,0.0700,0.0388,5.000,5.000,2.3542,1.3785,0.6530,2,MOVING
47.168,-0.1014,0.1517,1.5682,0.0700,0.0700,0.0389,5.000,5.000,2.4589,1.4522,0.5483,2,MOVING
48.192,-0.1011,0.2564,1.5682,0.0700,0.0700,0.0388,5.000,5.000,2.5637,1.5296,0.4436,2,MOVING
49.216,-0.1009,0.3611,1.5682,0.0700,0.0700,0.0389,5.000,5.000,2.6683,1.6100,0.3389,2,MOVING
50.240,-0.1006,0.4659,1.5682,0.0700,0.0700,0.0388,5.000,5.000,2.7731,1.6932,0.2341,2,MOVING
51.264,-0.1003,0.5706,1.5682,0.0700,0.0700,0.0389,5.000,5.000,2.8778,1.7786,0.1294,2,MOVING
52.288,-0.1001,0.6650,1.5682,0.0700,0.0700,0.0459,2.187,2.187,2.9722,1.8573,0.0350,2,MOVING
52.416,-0.1001,0.6701,1.5682,0.0700,0.0700,0.0499,1.738,1.738,2.9773,1.8615,0.0299,2,APPROACH
53.312,-0.1000,0.6854,1.5682,0.0700,0.0700,0.0641,0.800,0.800,2.9926,1.8745,0.0146,2,APPROACH
54.048,-0.1000,0.6975,1.5682,0.0700,0.0700,0.0649,0.800,0.800,3.0047,1.8847,0.8000,3,TURNING
54.080,-0.1000,0.6975,1.5682,0.0700,0.0700,0.0654,0.350,-0.350,3.0047,1.8847,0.8000,3,TURNING
54.336,-0.1000,0.6975,1.5053,0.0700,0.0700,0.0679,0.350,-0.350,3.0047,1.8847,0.8000,3,TURNING
54.592,-0.1000,0.6975,1.4424,0.0700,0.0700,0.0691,0.350,-0.350,3.0049,1.8847,0.8000,3,TURNING
54.848,-0.1000,0.6975,1.3795,0.0700,0.0700,0.0696,0.350,-0.350,3.0049,1.8847,0.8000,3,TURNING
55.104,-0.1000,0.6975,1.3164,0.0700,0.0700,0.0698,0.350,-0.350,3.0049,1.8847,0.8000,3,TURNING
55.360,-0.1000,0.6975,1.2535,0.0700,0.0700,0.0699,0.350,-0.350,3.0050,1.8847,0.8000,3,TURNING
55.616,-0.1000,0.6975,1.1905,0.0700,0.0700,0.0700,0.350,-0.350,3.0050,1.8847,0.8000,3,TURNING
55.872,-0.1000,0.6975,1.1275,0.0700,0.0700,0.0700,0.350,-0.350,3.0050,1.8847,0.8000,3,TURNING
56.128,-0.1000,0.6975,1.0645,0.0700,0.0700,0.0700,0.350,-0.350,3.0050,1.8847,0.8000,3,TURNING
56.384,-0.1000,0.6976,1.0016,0.0700,0.0700,0.0699,0.350,-0.350,3.0050,1.8847,0.8000,3,TURNING
56.640,-0.1000,0.6975,0.9386,0.0700,0.0700,0.0700,0.350,-0.350,3.0051,1.8847,0.8000,3,TURNING
56.896,-0.1000,0.6975,0.8757,0.0700,0.0700,0.0700,0.350,-0.350,3.0051,1.8847,0.8000,3,TURNING
57.152,-0.1000,0.6975,0.8128,0.0700,0.0700,0.0700,0.350,-0.350,3.0052,1.8847,0.8000,3,TURNING
57.408,-0.1000,0.6975,0.7498,0.0700,0.0700,0.0700,0.350,-0.350,3.0052,1.8847,0.8000,3,TURNING
57.664,-0.1000,0.6975,0.6869,0.0700,0.0700,0.0700,0.350,-0.350,3.0052,1.8847,0.8000,3,TURNING
57.920,-0.1000,0.6975,0.6240,0.0700,0.0700,0.0700,0.350,-0.350,3.0052,1.8847,0.8000,3,TURNING
58.176,-0.1000,0.6975,0.5610,0.0700,0.0700,0.0700,0.350,-0.350,3.0052,1.8847,0.8000,3,TURNING
58.432,-0.1000,0.6975,0.4981,0.0700,0.0700,0.0700,0.350,-0.350,3.0054,1.8847,0.8000,3,TURNING
58.688,-0.1000,0.6975,0.4352,0.0700,0.0700,0.0700,0.350,-0.350,3.0054,1.8847,0.8000,3,TURNING
58.944,-0.1000,0.6975,0.3723,0.0700,0.0700,0.0700,0.350,-0.350,3.0054,1.8847,0.8000,3,TURNING
59.200,-0.1000,0.6975,0.3094,0.0700,0.0700,0.0700,0.350,-0.350,3.0055,1.8847,0.8000,3,TURNING
59.456,-0.1000,0.6975,0.2465,0.0700,0.0700,0.0700,0.350,-0.350,3.0055,1.8847,0.8000,3,TURNING
59.712,-0.1000,0.6975,0.1835,0.0700,0.0700,0.0700,0.350,-0.350,3.0056,1.8847,0.8000,3,TURNING
59.744,-0.1000,0.6975,0.1757,0.0700,0.0700,0.0700,0.350,-0.350,3.0056,1.8847,0.8000,3,FINE_TURN
59.968,-0.1000,0.6975,0.1352,0.0700,0.0700,0.0700,0.300,-0.300,3.0056,1.8847,0.8000,3,FINE_TURN
60.224,-0.1000,0.6975,0.0813,0.0700,0.0700,0.0700,0.300,-0.300,3.0058,1.8847,0.8000,3,FINE_TURN
60.480,-0.1000,0.6975,0.0351,0.0700,0.0700,0.0700,0.160,-0.160,3.0058,1.8847,0.8000,3,FINE_TURN
60.704,-0.1000,0.6975,0.0147,0.0700,0.0700,0.0700,0.120,-0.120,3.0058,1.8847,0.8000,3,MOVING
61.504,-0.0214,0.6981,0.0040,0.0700,0.0700,0.0416,5.005,4.995,3.0844,1.8447,0.7214,3,MOVING
62.528,0.0833,0.6984,0.0027,0.0700,0.0700,0.0389,5.000,5.000,3.1891,1.7949,0.6167,3,MOVING
63.552,0.1880,0.6986,0.0026,0.0700,0.0700,0.0389,5.000,5.000,3.2937,1.7500,0.5120,3,MOVING
64.576,0.2928,0.6989,0.0026,0.0700,0.0700,0.0388,5.000,5.000,3.3985,1.7103,0.4072,3,MOVING
65.600,0.3974,0.6992,0.0026,0.0700,0.0700,0.0389,5.000,5.000,3.5032,1.6763,0.3026,3,MOVING
66.624,0.5022,0.6995,0.0026,0.0700,0.0700,0.0389,5.000,5.000,3.6080,1.6482,0.1978,3,MOVING
67.648,0.6070,0.6998,0.0026,0.0700,0.0700,0.0389,5.000,5.000,3.7127,1.6264,0.0930,3,MOVING
68.448,0.6702,0.6999,0.0026,0.0700,0.0700,0.0500,1.729,1.729,3.7760,1.6163,0.0298,3,APPROACH
68.672,0.6745,0.6999,0.0026,0.0700,0.0700,0.0573,0.800,0.800,3.7803,1.6157,0.0255,3,APPROACH
69.696,0.6914,0.7000,0.0026,0.0700,0.0700,0.0647,0.800,0.800,3.7971,1.6135,0.0086,3,APPROACH
